ESTADO;MUNICIPIO;POP;PIB PER CAPITA;SOL;CASAS;SOLAR_RESIDENCIAL;INDICE DE BUROCRACIA;ICMS;REAIS_POR_KWH;PRECO(REAIS/M2);INADIMPLENCIA;POP_SCORE;PIB_PER_CAPITA_SCORE;SOL_SCORE;CASAS_SCORE;SOLAR_RESIDENCIAL_SCORE;INDICE_DE_BUROCRACIA_SCORE;ICMS_SCORE;REAIS_POR_KWH_SCORE;PRECO(REAIS/M2)_SCORE;INADIMPLENCIA_SCORE;GD_SCORE;COD_MUN_x;COD_MUN_y
RO;Ouro Preto do Oeste;35445;23148.83;0.2517123287671233;11652.0;0.014933058702368692;55.5;0.185;0.54603;1559.93;0.4191;0.002797282681170522;0.040542906282667206;0.2517123287671233;0.0031932988010510213;0.9709422248042227;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.18079839699109024;1100155;1100155
RO;Pimenta Bueno;37098;31747.87;0.2967221135029354;10037.0;0.02680083690345721;55.5;0.185;0.54603;1559.93;0.4191;0.0029306364411051953;0.0592202043854674;0.2967221135029354;0.002741430093112933;0.9478490837462642;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.20729537180841578;1100189;1100189
RO;Presidente Médici;18165;22529.85;0.2857142857142857;6842.0;0.022508038585209004;55.5;0.185;0.54603;1559.93;0.4191;0.0014032397461002496;0.03919846853384044;0.2857142857142857;0.001847485497532629;0.9562023066846218;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.19812915124681002;1100254;1100254
RO;Rio Crespo;3843;29496.09;0.21453033268101762;997.0;0.015045135406218655;55.5;0.185;0.54603;1559.93;0.4191;0.00024782985512360395;0.054329290245990966;0.21453033268101762;0.00021208450812202525;0.9707241382266457;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.16062626265690189;1100262;1100262
RO;Rolim de Moura;55748;23310.58;0.28693737769080235;15790.0;0.016466117796073463;55.5;0.185;0.54603;1559.93;0.4191;0.004435202456097127;0.04089423072913192;0.28693737769080235;0.004351089954888674;0.9679590927216006;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.2017884354420241;1100288;1100288
RO;Santa Luzia D'Oeste;5942;21957.13;0.3047945205479452;2746.0;0.009104151493080845;55.5;0.185;0.54603;1559.93;0.4191;0.00041716412136854036;0.03795450849069193;0.3047945205479452;0.0007014457280500228;0.9822845143311275;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.21484233567437835;1100296;1100296
RO;Vilhena;104517;28353.15;0.2901174168297456;23506.0;0.014974900025525397;55.5;0.185;0.54603;1559.93;0.4191;0.008369582079965304;0.05184680021296235;0.2901174168297456;0.006509987137830029;0.9708608070728381;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.20668292503991834;1100304;1100304
RO;São Miguel do Guaporé;23147;26768.26;0.2871819960861057;6391.0;0.0067282115474886555;55.5;0.185;0.54603;1559.93;0.4191;0.001805156522866459;0.048404385363148054;0.2871819960861057;0.0017212980131486799;0.9869077820885049;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.20741073838190302;1100320;1100320
RO;Nova Mamoré;32184;17305.73;0.2583170254403131;6377.0;0.005488474204171241;55.5;0.185;0.54603;1559.93;0.4191;0.0025342054814445868;0.027851568581659658;0.2583170254403131;0.0017173808850303313;0.9893201484859004;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.18605359459826656;1100338;1100338
RO;Alvorada D'Oeste;13807;18065.91;0.2808219178082192;5011.0;0.01197365795250449;55.5;0.185;0.54603;1559.93;0.4191;0.0010516634086560224;0.029502695739084983;0.2808219178082192;0.0013351810986257315;0.9767008308217647;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.1974292724928832;1100346;1100346
RO;Alto Alegre dos Parecis;13268;21802.07;0.2862035225048924;3696.0;0.005952380952380952;55.5;0.185;0.54603;1559.93;0.4191;0.001008180240716041;0.03761771486677343;0.2862035225048924;0.0009672508503665453;0.9884174467507801;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.2048662498764706;1100379;1100379
RO;Alto Paraíso;22258;16728.75;0.21428571428571427;5071.0;0.009268388877933346;55.5;0.185;0.54603;1559.93;0.4191;0.0017334375315888274;0.02659835572774182;0.21428571428571427;0.001351968790561512;0.9819649299041924;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.1568437476294707;1100403;1100403
RO;Buritis;41043;18309.15;0.2081702544031311;9476.0;0.010552975939214858;55.5;0.185;0.54603;1559.93;0.4191;0.0032488945070109953;0.03003101820188608;0.2081702544031311;0.002584465173513387;0.9794652918333796;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.15328050192523618;1100452;1100452
RO;Novo Horizonte do Oeste;8125;19414.09;0.29427592954990217;2983.0;0.005028494803888703;55.5;0.185;0.54603;1559.93;0.4191;0.0005932749852145128;0.032430971425235204;0.29427592954990217;0.0007677571111963553;0.9902152081166496;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.20902030183094295;1100502;1100502
RO;Cacaulândia;6307;23184.1;0.23483365949119372;1692.0;0.016548463356973995;55.5;0.185;0.54603;1559.93;0.4191;0.00044661005142066125;0.04061951347417762;0.23483365949119372;0.0004065419397114811;0.9677988590518141;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.16959076288106933;1100601;1100601
RO;Campo Novo de Rondônia;14391;19423.4;0.22676125244618395;3637.0;0.00192466318394281;55.5;0.185;0.54603;1559.93;0.4191;0.0010987768967394159;0.03245119294360668;0.22676125244618395;0.0009507429532963612;0.9962548576791085;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.169076472413842;1100700;1100700
RO;Candeias do Jamari;28068;20526.69;0.18737769080234834;5685.0;0.002990325417766051;55.5;0.185;0.54603;1559.93;0.4191;0.0022021521989938203;0.034847562331798664;0.18737769080234834;0.0015237628380376643;0.9941812186315265;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.1445647746560487;1100809;1100809
RO;Castanheiras;2923;34063.78;0.2862035225048924;1108.0;0.01444043321299639;55.5;0.185;0.54603;1559.93;0.4191;0.0001736099766360663;0.06425041025138453;0.2862035225048924;0.00024314173820321893;0.9719008094459358;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.2069608121291006;1100908;1100908
RO;Chupinguaia;11755;27254.46;0.339041095890411;2345.0;0.00767590618336887;55.5;0.185;0.54603;1559.93;0.4191;0.0008861208101164276;0.04946042212278419;0.339041095890411;0.0005892479869458908;0.985063692526379;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.23808989654019325;1100924;1100924
RO;Cujubim;27131;15263.84;0.1969178082191781;4591.0;0.005227619255064256;55.5;0.185;0.54603;1559.93;0.4191;0.0021265608662298825;0.02341653999438402;0.1969178082191781;0.001217667255075269;0.989827738030744;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.14698225104688306;1100940;1100940
RO;Governador Jorge Teixeira;7130;22907.39;0.24926614481409;3007.0;0.004655803126039242;55.5;0.185;0.54603;1559.93;0.4191;0.0005130045731546216;0.04001849345821935;0.24926614481409;0.0007744721879706675;0.9909404172789608;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.18342644475504866;1101005;1101005
RO;Itapuã do Oeste;10819;17595.57;0.21746575342465754;2533.0;0.006711409395973154;55.5;0.185;0.54603;1559.93;0.4191;0.0008106101511334545;0.028481107237383507;0.21746575342465754;0.0006418494216780025;0.9869404768733628;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.1603329235682015;1101104;1101104
RO;Ministro Andreazza;9461;22402.58;0.26149706457925637;2925.0;0.0044444444444444444;55.5;0.185;0.54603;1559.93;0.4191;0.0007010551565833718;0.03892203538205334;0.26149706457925637;0.0007515290089917676;0.9913516935739157;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.19076158146812772;1101203;1101203
RO;Mirante da Serra;10691;19826.97;0.2553816046966732;3515.0;0.0068278805120910386;55.5;0.185;0.54603;1559.93;0.4191;0.000800283907169971;0.033327755582616046;0.2553816046966732;0.0009166079796936079;0.9867138393454182;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.18483006572372326;1101302;1101302
RO;Monte Negro;16158;18405.76;0.22700587084148727;4067.0;0.007868207523973445;55.5;0.185;0.54603;1559.93;0.4191;0.0012413274677040669;0.030240857180389664;0.22700587084148727;0.0010710547455027872;0.9846894993194477;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.16619224753994047;1101401;1101401
RO;Nova União;6822;16834.09;0.25318003913894327;2100.0;0.012380952380952381;55.5;0.185;0.54603;1559.93;0.4191;0.0004881570486174894;0.026827156452258624;0.25318003913894327;0.0005206982448747877;0.9759082892416225;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.17971325522195886;1101435;1101435
RO;Parecis;6319;17662.61;0.2930528375733855;1389.0;0.0021598272138228943;55.5;0.185;0.54603;1559.93;0.4191;0.0004475781367922378;0.028626719545828606;0.2930528375733855;0.0003217640954357903;0.9957972592961793;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.2086470872422179;1101450;1101450
RO;Pimenteiras do Oeste;2127;53712.92;0.4126712328767123;700.0;0.0;55.5;0.185;0.54603;1559.93;0.4191;0.00010939364698815329;0.10692876100259113;0.4126712328767123;0.00012898543303991247;1.0;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.294031934771801;1101468;1101468
RO;Primavera de Rondônia;2697;21653.12;0.2937866927592955;1079.0;0.010194624652455977;55.5;0.185;0.54603;1559.93;0.4191;0.00015537770213804074;0.03729419229304285;0.2937866927592955;0.00023502768710092508;0.9801625964739958;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.20763243086139216;1101476;1101476
RO;São Felipe D'Oeste;4962;17252.6;0.3067514677103718;1810.0;0.011602209944751382;55.5;0.185;0.54603;1559.93;0.4191;0.0003381038160231198;0.02773616908959987;0.3067514677103718;0.00043955773385184917;0.9774236199650564;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.2128932641407622;1101484;1101484
RO;São Francisco do Guaporé;21088;17430.53;0.27959882583170254;4728.0;0.008460236886632826;55.5;0.185;0.54603;1559.93;0.4191;0.001639049207860111;0.028122636840817592;0.27959882583170254;0.0012559991516619675;0.9835374877676063;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.1978487016001079;1101492;1101492
RO;Seringueiras;11846;19931.84;0.2727495107632094;3357.0;0.00506404527852249;55.5;0.185;0.54603;1559.93;0.4191;0.0008934621241842167;0.03355553545711839;0.2727495107632094;0.0008724003909293863;0.9901460315520489;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.19622000103421225;1101500;1101500
RO;Teixeirópolis;4160;21431.82;0.2800880626223092;1475.0;0.0047457627118644066;55.5;0.185;0.54603;1559.93;0.4191;0.0002734034436894185;0.03681352397772514;0.2800880626223092;0.0003458264538770755;0.9907653677145202;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.20147568700338564;1101559;1101559
RO;Theobroma;10348;18336.7;0.23238747553816047;3068.0;0.007170795306388526;55.5;0.185;0.54603;1559.93;0.4191;0.0007726128002990739;0.030090857388903717;0.23238747553816047;0.0007915396747720441;0.9860465720961158;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.16978799371879813;1101609;1101609
RO;Urupá;11081;18782.66;0.27495107632093935;3920.0;0.015306122448979591;55.5;0.185;0.54603;1559.93;0.4191;0.0008317466817462098;0.031059492011131867;0.27495107632093935;0.0010299249002601253;0.970216291644863;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.19278993503212452;1101708;1101708
RO;Vale do Anari;11545;14886.27;0.22504892367906065;2806.0;0.003920171062009979;55.5;0.185;0.54603;1559.93;0.4191;0.0008691793161138375;0.022596449909365893;0.22504892367906065;0.0007182334199858032;0.9923718608679408;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.16496686215588308;1101757;1101757
RO;Vale do Paraíso;6490;21474.56;0.2534246575342466;2432.0;0.006167763157894737;55.5;0.185;0.54603;1559.93;0.4191;0.00046137335333720406;0.0369063561684015;0.2534246575342466;0.0006135901402527723;0.9879983412055782;0.44444444444444453;0.7419354838709676;0.9871499993113612;0.5121957815035151;0.45788113695090416;0.18466740591625405;1101807;1101807
AC;Acrelândia;15721;16623.6;0.23140900195694716;3459.0;0.006938421509106678;54.9;0.205;0.64018;1673.57;0.4443;0.0012060730254224866;0.02636996768727341;0.23140900195694716;0.0009009394672202128;0.98649874105208;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.2102654298219498;1200013;1200013
AC;Assis Brasil;7649;12546.06;0.3018590998043053;1539.0;0.001299545159194282;54.9;0.205;0.64018;1673.57;0.4443;0.0005548742654753085;0.017513463925680033;0.3018590998043053;0.0003637333252752412;0.9974712554309695;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.2576448448904424;1200054;1200054
AC;Brasiléia;27123;17307.35;0.2981898238747554;5930.0;0.005396290050590219;54.9;0.205;0.64018;1673.57;0.4443;0.002125915475982165;0.027855087256177573;0.2981898238747554;0.0015923125801087675;0.9894995267676551;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.25576316538807786;1200104;1200104
AC;Bujari;10572;15357.06;0.26125244618395305;2330.0;0.002575107296137339;54.9;0.205;0.64018;1673.57;0.4443;0.00079068372723517;0.023619015820655676;0.26125244618395305;0.0005850510639619456;0.9949891786801659;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.23164012295842817;1200138;1200138
AC;Capixaba;12280;13058.02;0.2568493150684932;2353.0;0.0008499787505312367;54.9;0.205;0.64018;1673.57;0.4443;0.0009284745451229029;0.018625451954193635;0.2568493150684932;0.0005914863458706614;0.9983460527446927;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.22833029620541098;1200179;1200179
AC;Cruzeiro do Sul;89760;16298.3;0.2862035225048924;18581.0;0.00478983908293418;54.9;0.205;0.64018;1673.57;0.4443;0.007179079094269007;0.025663409155990743;0.2862035225048924;0.005131997424768057;0.990679600872809;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.24769642509920856;1200203;1200203
AC;Epitaciolândia;18979;22984.25;0.2981898238747554;4391.0;0.0036438168982008655;54.9;0.205;0.64018;1673.57;0.4443;0.0014689082038055275;0.040185435015902674;0.2981898238747554;0.001161708281956001;0.9929096098533585;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.2591900684710073;1200252;1200252
AC;Feijó;34986;10263.53;0.23679060665362034;7037.0;0.005257922410117948;54.9;0.205;0.64018;1673.57;0.4443;0.0027602534157077177;0.012555760131002425;0.23679060665362034;0.0019020454963239151;0.9897687720623631;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.2114771828207449;1200302;1200302
AC;Jordão;8628;9917.53;0.28522504892367906;1303.0;0.0007674597083653108;54.9;0.205;0.64018;1673.57;0.4443;0.0006338538970397644;0.011804240758657504;0.28522504892367906;0.0002977017369945051;0.9985066239862862;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.24568206979901097;1200328;1200328
AC;Mâncio Lima;19643;10847.1;0.30895303326810175;3586.0;0.0016731734523145567;54.9;0.205;0.64018;1673.57;0.4443;0.0015224755943660981;0.013823286605335735;0.30895303326810175;0.000936473415150948;0.9967442237380888;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.26131763259487134;1200336;1200336
AC;Manoel Urbano;9701;13908.96;0.24486301369863014;1858.0;0.0005382131324004305;54.9;0.205;0.64018;1673.57;0.4443;0.0007204168640149033;0.02047371176547452;0.24486301369863014;0.0004529878874004735;0.9989527077794031;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.22085719085150257;1200344;1200344
AC;Marechal Thaumaturgo;19727;10348.08;0.3238747553816047;2750.0;0.0;54.9;0.205;0.64018;1673.57;0.4443;0.001529252191967134;0.01273940453253931;0.3238747553816047;0.0007025649075124082;1.0;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.27148291788913204;1200351;1200351
AC;Plácido de Castro;20147;13407.1;0.2455968688845401;4742.0;0.005904681568958245;54.9;0.205;0.64018;1673.57;0.4443;0.0015631351799723144;0.01938366115216521;0.2455968688845401;0.0012599162797803163;0.9885102634997194;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.21870535627902993;1200385;1200385
AC;Porto Walter;12497;9918.76;0.3336594911937378;1702.0;0.0;54.9;0.205;0.64018;1673.57;0.4443;0.000945980755592246;0.01180691234486555;0.3336594911937378;0.00040933988836744454;1.0;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.2776078123403608;1200393;1200393
AC;Rio Branco;419452;22448.3;0.25440313111545987;94216.0;0.021142905663581558;54.9;0.205;0.64018;1673.57;0.4443;0.03377657928808776;0.03902134019622561;0.25440313111545987;0.026294282084147188;0.9588586764438;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.22283898785814998;1200401;1200401
AC;Rodrigues Alves;19767;10118.01;0.29721135029354206;3131.0;0.0;54.9;0.205;0.64018;1673.57;0.4443;0.0015324791432057227;0.012239687590356086;0.29721135029354206;0.0008091667513046135;1.0;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.2540008890213911;1200427;1200427
AC;Santa Rosa do Purus;6893;11498.11;0.2737279843444227;816.0;0.0;54.9;0.205;0.64018;1673.57;0.4443;0.0004938848870659841;0.015237294196637085;0.2737279843444227;0.00016144163744908783;1.0;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.23917109803858158;1200435;1200435
AC;Senador Guiomard;23446;15696.56;0.2526908023483366;5606.0;0.01088119871566179;54.9;0.205;0.64018;1673.57;0.4443;0.0018292779833749087;0.02435641705450279;0.2526908023483366;0.0015016590436555536;0.9788266133253646;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.22239920366603072;1200450;1200450
AC;Sena Madureira;47168;11783.19;0.23752446183953033;9313.0;0.0034360571244496938;54.9;0.205;0.64018;1673.57;0.4443;0.0037430214154198734;0.015856494030937925;0.23752446183953033;0.0025388586104211834;0.9933138831453016;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.21359023477395928;1200500;1200500
AC;Tarauacá;43730;11362.96;0.26247553816046965;7492.0;0.004137746930058729;54.9;0.205;0.64018;1673.57;0.4443;0.003465664956463184;0.014943745516948019;0.26247553816046965;0.00202935216017025;0.9919484867429341;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.22982458316989277;1200609;1200609
AC;Xapuri;19866;14236.46;0.29207436399217224;4490.0;0.0020044543429844097;54.9;0.205;0.64018;1673.57;0.4443;0.0015404658475212296;0.021185048743633368;0.29207436399217224;0.0011894079736500388;0.9960995945405744;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.2517387009474268;1200708;1200708
AC;Porto Acre;19141;12294.58;0.24706457925636008;4020.0;0.0052238805970149255;54.9;0.205;0.64018;1673.57;0.4443;0.0014819773563218112;0.016967244007306332;0.24706457925636008;0.0010579043868197593;0.9898350129693413;0.5185185185185188;0.6129032258064516;0.7926439599487654;0.2048945375878853;0.588113695090439;0.21943918553006944;1200807;1200807
AM;Amaturá;11934;8276.87;0.19765166340508805;1652.0;0.0;54.4;0.25;0.80372;1528.16;0.524;0.0009005614169091115;0.008240692280532017;0.19765166340508805;0.00039535014508762755;1.0;0.5802469135802472;0.32258064516129026;0.45478397399699755;0.5981070849107623;1.0;0.06841711930646617;1300060;1300060
AM;Anamã;14292;8948.45;0.20401174168297456;1883.0;0.0;54.4;0.25;0.80372;1528.16;0.524;0.0010907901924239092;0.009699378350125664;0.20401174168297456;0.00045998275904038193;1.0;0.5802469135802472;0.32258064516129026;0.45478397399699755;0.5981070849107623;1.0;0.0731155022190227;1300086;1300086
AM;Anori;21937;9497.56;0.16462818003913895;3060.0;0.00065359477124183;54.4;0.25;0.80372;1528.16;0.524;0.0017075412478991538;0.01089205697020751;0.16462818003913895;0.0007893013158472734;0.9987281902314582;0.5802469135802472;0.32258064516129026;0.45478397399699755;0.5981070849107623;1.0;0.04622757590389235;1300102;1300102
AM;Apuí;22739;10337.08;0.15655577299412915;4606.0;0.0;54.4;0.25;0.80372;1528.16;0.524;0.0017722416202328552;0.012715512298158402;0.15655577299412915;0.001221864178059214;1.0;0.5802469135802472;0.32258064516129026;0.45478397399699755;0.5981070849107623;1.0;0.041497437538585834;1300144;1300144
